@relation 20newsgroups-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute atheismCount numeric
@attribute graphicsCount numeric
@attribute spaceCount numeric
@attribute religionCount numeric
@attribute textLength numeric
@attribute averageSentenceLength numeric
@attribute specialCharacterCount numeric
@attribute numberCount numeric
@attribute emailCount numeric
@attribute avgSpecialCharacters numeric
@attribute atheismCalCount numeric
@attribute graphicsCalCount numeric
@attribute spaceCalCount numeric
@attribute religionCalCount numeric
@attribute groupId {Atheism,Graphics,Space,Religion}

@data
17,20,23,17,253,0,12,0,0,21.083333,6,8,11,3,Space
0,2,2,0,94,0,5,15,0,18.8,0,29,27,0,Religion
29,37,31,30,682,0,61,30,0,11.180328,8,72,43,4,Graphics
98,76,81,96,1838,0,58,0,0,31.689655,75,56,88,54,Atheism
80,56,59,77,1138,0,36,1,0,31.611111,48,47,62,58,Religion
24,36,30,23,529,0,49,7,1,10.795918,7,27,18,5,Graphics
30,36,33,30,475,0,55,0,0,8.636364,9,19,15,5,Graphics
68,70,80,66,1254,0,56,10,0,22.392857,27,41,77,18,Space
3,2,2,3,154,0,83,0,0,1.855422,4,6,5,2,Atheism
128,106,123,135,2415,0,90,2,0,26.833333,106,92,86,100,Religion
17,18,21,17,218,0,9,4,0,24.222222,6,15,13,2,Space
21,19,21,22,287,0,20,0,0,14.35,23,9,13,14,Religion
23,27,25,22,425,0,100,0,0,4.25,7,27,21,3,Graphics
15,15,18,13,198,0,9,0,0,22,7,6,11,3,Graphics
39,44,51,41,648,0,9,0,0,72,17,15,30,7,Religion
88,80,83,87,1194,0,18,0,0,66.333333,36,43,72,22,Atheism
37,37,49,38,669,0,28,0,0,23.892857,14,18,50,11,Space
12,10,10,10,122,0,6,0,0,20.333333,4,9,10,4,Atheism
10,10,13,9,184,0,2,0,0,92,5,6,10,2,Space
11,16,14,11,268,0,25,35,1,10.72,5,13,11,1,Graphics
23,22,34,22,341,0,6,12,0,56.833333,9,10,30,7,Space
7,7,6,5,50,0,4,0,0,12.5,4,4,4,4,Space
31,65,44,30,1119,0,56,14,0,19.982143,7,87,60,8,Graphics
21,18,20,20,516,0,113,25,1,4.566372,11,21,23,6,Space
89,63,73,75,1672,0,78,3,0,21.435897,62,155,173,35,Atheism
24,17,20,19,423,0,21,0,0,20.142857,18,61,70,12,Atheism
23,32,29,22,448,0,20,4,0,22.4,2,25,17,2,Graphics
18,21,21,15,2287,0,462,16,0,4.950216,9,1046,976,10,Graphics
39,52,40,38,707,0,20,0,0,35.35,21,34,25,13,Graphics
53,59,66,53,783,0,23,0,1,34.043478,21,30,52,11,Space
9,16,14,9,197,0,22,4,0,8.954545,1,15,11,0,Graphics
50,54,61,48,713,0,13,0,0,54.846154,26,23,52,12,Space
19,22,29,20,376,0,15,0,0,25.066667,7,16,32,6,Space
34,43,39,28,589,0,28,5,0,21.035714,9,45,34,7,Graphics
35,39,47,35,651,0,23,0,0,28.304348,15,16,30,2,Space
77,59,67,68,1111,0,27,0,0,41.148148,47,37,54,25,Atheism
37,36,41,37,483,0,18,0,0,26.833333,13,8,27,11,Space
13,14,15,13,188,0,6,0,0,31.333333,9,6,13,6,Space
27,34,35,26,486,0,12,0,0,40.5,7,20,24,4,Space
38,32,33,33,574,0,32,9,1,17.9375,19,70,71,15,Atheism
12,11,14,14,254,0,11,3,0,23.090909,5,10,10,6,Religion
19,34,28,21,347,0,12,0,0,28.916667,2,28,16,1,Graphics
28,27,27,30,497,0,18,0,0,27.611111,16,23,36,11,Atheism
23,22,21,22,280,0,15,3,0,18.666667,7,12,5,4,Graphics
67,67,81,62,1319,0,46,7,0,28.673913,34,90,115,18,Space
5,7,6,5,62,0,5,0,0,12.4,2,6,4,2,Graphics
7,8,7,6,88,0,4,6,0,22,0,6,3,1,Graphics
41,49,75,41,1095,0,73,26,4,15,14,42,89,7,Space
42,45,49,41,631,0,24,0,1,26.291667,8,32,35,12,Space
32,42,33,30,547,0,18,34,0,30.388889,7,35,14,6,Graphics
11,10,11,11,211,0,15,0,0,14.066667,17,10,16,13,Religion
31,25,27,29,422,0,18,0,0,23.444444,22,11,16,13,Atheism
37,47,41,37,658,0,36,20,0,18.277778,8,27,24,3,Graphics
26,15,17,24,394,0,9,0,0,43.777778,17,10,11,9,Atheism
10,16,15,11,221,0,13,0,0,17,3,25,27,0,Graphics
59,59,61,56,1412,0,139,0,1,10.158273,31,131,165,23,Atheism
33,47,39,32,854,0,71,15,1,12.028169,12,42,16,7,Graphics
29,25,34,27,398,0,23,0,0,17.304348,14,21,37,8,Space
9,7,7,7,251,0,24,1,0,10.458333,5,9,11,6,Atheism
10,18,12,10,354,0,29,1,1,12.206897,8,46,40,2,Graphics
74,99,87,64,5165,0,888,75,1,5.816441,28,910,888,24,Graphics
18,12,12,15,413,0,39,0,0,10.589744,18,24,20,11,Atheism
21,25,24,19,294,0,11,0,0,26.727273,6,13,14,3,Space
18,24,19,17,271,0,15,0,0,18.066667,6,13,5,2,Graphics
50,43,48,45,703,0,13,0,0,54.076923,33,19,36,18,Atheism
18,20,23,18,187,0,7,0,1,26.714286,8,8,12,7,Space
28,22,22,25,412,0,24,9,1,17.166667,18,63,64,14,Atheism
29,31,35,31,349,0,11,0,0,31.727273,9,10,31,8,Space
41,34,38,36,681,0,25,0,0,27.24,27,21,29,15,Atheism
38,27,29,37,459,0,24,0,0,19.125,31,34,37,20,Atheism
50,61,54,48,1053,0,99,18,0,10.636364,12,44,36,10,Graphics
5,6,5,5,59,0,2,0,0,29.5,3,4,2,3,Graphics
1,1,1,1,36,0,3,0,0,12,0,2,4,0,Graphics
39,65,68,38,1221,0,86,29,0,14.197674,12,53,54,4,Space
10,8,11,10,104,0,2,0,0,52,4,5,8,3,Space
49,64,52,46,976,0,75,0,0,13.013333,16,67,63,5,Graphics
95,82,95,95,1586,0,76,8,0,20.868421,52,66,89,50,Religion
16,16,18,17,228,0,11,0,1,20.727273,12,10,6,5,Space
16,13,14,14,202,0,4,0,0,50.5,13,8,13,8,Atheism
19,14,17,23,315,0,12,0,0,26.25,8,10,15,7,Religion
16,16,17,15,204,0,12,36,0,17,7,5,11,2,Space
151,183,260,144,8066,0,461,263,3,17.496746,58,560,785,43,Space
8,8,9,10,121,0,10,0,0,12.1,3,10,11,3,Atheism
32,42,36,31,699,0,29,0,0,24.103448,10,53,32,3,Graphics
35,39,33,34,499,0,25,0,0,19.96,9,18,20,1,Graphics
57,47,50,58,769,0,23,8,0,33.434783,30,16,38,22,Atheism
7,13,11,7,136,0,2,0,0,68,0,11,4,0,Graphics
40,37,36,36,585,0,13,2,0,45,22,26,30,9,Atheism
23,19,20,21,321,0,21,0,0,15.285714,14,10,14,5,Atheism
8,9,9,6,265,0,7,0,0,37.857143,2,86,87,3,Religion
12,15,13,12,201,0,2,0,0,100.5,4,9,9,2,Graphics
27,27,28,29,496,0,108,0,0,4.592593,15,10,18,11,Space
20,27,21,18,361,0,12,1,0,30.083333,4,13,8,1,Graphics
59,53,72,52,909,0,49,7,0,18.55102,25,33,64,17,Space
28,20,26,33,508,0,11,4,0,46.181818,7,4,23,14,Religion
7,4,5,7,86,0,8,1,0,10.75,2,9,10,2,Space
13,17,14,12,189,0,6,7,0,31.5,3,7,9,1,Graphics
39,41,43,37,506,0,15,0,0,33.733333,11,29,28,4,Space
5,5,5,5,42,0,4,0,0,10.5,1,3,3,0,Graphics
19,14,16,17,262,0,11,0,0,23.818182,12,8,11,9,Religion
22,16,19,22,286,0,15,4,0,19.066667,8,12,15,9,Atheism
15,13,12,14,145,0,9,0,0,16.111111,9,4,5,5,Atheism
53,60,75,53,1448,0,55,4,0,26.327273,25,40,64,11,Space
13,21,15,14,298,0,92,5,0,3.23913,1,12,4,2,Graphics
62,68,71,56,1312,0,42,4,0,31.238095,36,45,62,19,Graphics
28,42,36,28,576,0,29,5,0,19.862069,7,32,23,3,Graphics
13,19,14,13,218,0,8,1,0,27.25,2,16,7,1,Graphics
16,16,17,14,240,0,17,10,0,14.117647,7,14,8,6,Religion
13,21,18,13,220,0,5,4,0,44,2,12,7,2,Graphics
56,45,49,57,969,0,33,0,0,29.363636,28,29,39,24,Atheism
91,81,99,90,1888,0,73,2,0,25.863014,44,70,113,30,Space
43,51,50,41,568,0,39,14,0,14.564103,13,45,29,8,Graphics
145,112,123,133,2663,0,90,2,0,29.588889,137,66,94,69,Atheism
27,30,34,27,390,0,12,0,0,32.5,9,12,26,5,Space
46,44,41,41,809,0,31,0,0,26.096774,27,30,31,8,Atheism
42,36,43,45,751,0,22,6,0,34.136364,20,11,37,12,Religion
59,75,67,57,1060,0,57,8,0,18.596491,33,65,38,8,Graphics
46,47,62,47,798,0,37,1,0,21.567568,16,23,52,10,Space
43,56,52,42,785,0,37,5,0,21.216216,9,53,33,7,Graphics
154,125,136,140,3174,0,239,14,4,13.280335,169,93,107,70,Atheism
61,57,61,59,1125,0,64,0,0,17.578125,34,23,45,32,Atheism
19,23,27,20,300,0,14,2,0,21.428571,5,13,24,3,Space
15,16,25,14,293,0,8,0,0,36.625,2,15,21,2,Space
17,15,16,16,179,0,11,0,0,16.272727,16,5,13,5,Atheism
118,125,140,117,2603,0,76,3,0,34.25,65,80,157,54,Space
35,64,43,35,1372,0,83,29,1,16.53012,4,113,99,4,Graphics
9,18,11,7,277,0,80,0,0,3.4625,0,25,12,0,Graphics
15,20,17,16,228,0,7,0,0,32.571429,2,15,6,2,Graphics
12,10,12,14,171,0,7,0,0,24.428571,3,5,11,6,Atheism
92,79,91,103,2539,0,98,8,0,25.908163,40,66,127,49,Religion
49,53,54,46,869,0,39,0,0,22.282051,9,24,45,11,Space
25,38,29,26,464,0,11,13,0,42.181818,6,23,17,10,Graphics
2,1,1,0,32,0,4,0,0,8,2,3,2,0,Atheism
50,42,47,49,710,0,19,0,0,37.368421,38,29,37,25,Religion
90,70,73,78,1370,0,40,0,0,34.25,66,42,58,45,Atheism
58,66,82,59,1124,0,30,2,0,37.466667,17,71,104,12,Space
29,28,31,28,337,0,11,0,0,30.636364,9,10,14,13,Religion
114,91,105,110,2069,0,73,0,0,28.342466,77,54,86,60,Atheism
8,6,8,8,49,0,1,0,0,49,3,3,5,3,Atheism
5,5,4,5,85,0,5,0,0,17,0,3,7,5,Religion
9,8,9,9,132,0,18,0,0,7.333333,5,10,13,3,Religion
150,151,215,159,7464,0,162,30,0,46.074074,83,1607,1758,110,Space
27,26,34,25,640,0,33,6,2,19.393939,15,43,62,4,Space
32,34,34,33,425,0,22,0,0,19.318182,9,31,26,9,Graphics
17,19,20,18,224,0,6,0,0,37.333333,7,6,13,7,Space
22,21,23,25,507,0,32,0,0,15.84375,9,67,78,5,Religion
15,28,20,14,605,0,41,18,1,14.756098,4,70,64,3,Graphics
13,25,17,12,257,0,11,2,0,23.363636,1,22,8,0,Graphics
50,46,48,48,822,0,34,0,0,24.176471,24,35,54,19,Atheism
189,150,164,196,4124,0,179,27,3,23.039106,202,112,181,165,Religion
66,61,66,64,1127,0,57,5,0,19.77193,41,34,58,27,Atheism
116,118,149,110,2744,0,109,17,0,25.174312,67,113,199,47,Space
45,53,59,38,1801,0,87,34,0,20.701149,7,114,133,11,Graphics
25,21,24,24,373,0,9,0,0,41.444444,20,26,35,14,Atheism
53,75,63,54,1148,0,28,3,0,41,11,78,42,6,Graphics
15,20,17,14,274,0,13,0,0,21.076923,4,15,9,0,Graphics
18,22,25,19,268,0,8,4,0,33.5,5,8,15,4,Space
6,4,4,6,299,0,28,0,0,10.678571,14,25,25,10,Religion
21,19,25,19,273,0,9,0,0,30.333333,8,5,17,5,Space
15,16,16,15,187,0,6,6,0,31.166667,3,5,8,1,Space
27,29,28,28,337,0,14,15,0,24.071429,12,20,21,5,Graphics
50,62,58,51,1074,0,39,4,0,27.538462,21,59,68,12,Graphics
23,26,25,22,300,0,22,0,0,13.636364,7,19,8,2,Graphics
28,28,31,29,553,0,29,3,2,19.068966,15,54,53,10,Religion
39,27,30,32,430,0,13,0,0,33.076923,27,10,14,17,Atheism
10,12,11,8,242,0,20,3,1,12.1,0,36,32,0,Graphics
8,14,9,7,118,0,8,0,0,14.75,2,8,3,1,Graphics
21,18,18,22,205,0,10,0,0,20.5,10,7,8,12,Religion
36,45,40,33,856,0,108,34,0,7.925926,3,77,58,2,Graphics
33,33,36,33,1821,0,155,4,1,11.748387,23,444,449,18,Religion
1,1,1,1,126,0,7,18,0,18,1,49,50,0,Space
72,77,93,70,1452,0,132,0,0,11,32,49,81,14,Space
118,97,101,129,2161,0,59,1,0,36.627119,101,71,93,114,Religion
28,24,28,27,326,0,18,0,0,18.111111,22,5,18,9,Atheism
11,11,10,12,76,0,4,0,0,19,5,3,3,2,Space
51,41,49,49,757,0,34,0,0,22.264706,39,25,30,21,Atheism
19,18,19,23,298,0,11,0,0,27.090909,7,12,21,11,Religion
86,85,101,78,1701,0,28,4,0,60.75,60,50,95,45,Space
28,27,32,27,442,0,11,0,0,40.181818,11,11,29,6,Space
178,143,159,179,3365,0,118,6,0,28.516949,148,100,140,154,Religion
20,16,15,20,220,0,6,0,0,36.666667,13,30,29,7,Atheism
33,42,46,35,668,0,17,5,0,39.294118,15,24,45,11,Space
31,35,42,30,512,0,28,1,1,18.285714,12,23,41,4,Space
53,44,46,50,918,0,34,0,0,27,45,27,36,28,Religion
46,46,55,49,961,0,61,8,0,15.754098,15,34,56,19,Space
12,23,17,12,324,0,11,9,0,29.454545,6,22,19,2,Graphics
45,56,54,41,731,0,25,2,0,29.24,11,39,46,12,Graphics
23,31,24,21,306,0,10,0,0,30.6,3,16,12,5,Graphics
3,4,3,3,73,0,7,0,0,10.428571,0,1,3,0,Religion
30,31,30,31,720,0,49,0,0,14.693878,15,88,96,12,Religion
14,15,14,14,151,0,4,0,0,37.75,4,7,10,2,Atheism
24,25,30,23,394,0,12,8,0,32.833333,6,12,31,7,Space
74,59,72,80,1892,0,52,3,0,36.384615,38,54,109,53,Religion
33,28,31,32,432,0,38,0,0,11.368421,21,75,60,14,Religion
98,83,93,108,2045,0,49,0,0,41.734694,65,92,110,67,Religion
25,35,29,26,791,0,45,3,0,17.577778,3,37,37,1,Graphics
10,17,14,10,193,0,10,2,0,19.3,1,26,13,1,Graphics
18,28,26,18,282,0,17,2,0,16.588235,1,21,10,4,Graphics
36,34,51,35,684,0,23,0,0,29.73913,12,17,46,5,Space
19,11,12,19,239,0,7,0,0,34.142857,16,3,9,14,Atheism
25,23,28,22,502,0,35,3,0,14.342857,11,17,23,5,Space
71,58,64,59,935,0,20,0,0,46.75,39,22,38,15,Atheism
224,182,201,242,6788,0,211,24,0,32.170616,211,181,326,247,Religion
50,40,52,57,836,0,31,0,0,26.967742,36,24,51,39,Religion
4,3,4,4,54,0,3,0,0,18,1,3,6,0,Atheism
43,36,38,45,623,0,31,1,0,20.096774,22,19,29,17,Religion
12,14,13,13,156,0,16,13,0,9.75,3,6,7,2,Graphics
47,36,45,42,722,0,14,0,0,51.571429,28,26,42,10,Atheism
57,51,49,48,710,0,33,0,0,21.515152,26,33,44,11,Atheism
55,54,69,56,935,0,33,2,0,28.333333,18,33,70,13,Space
12,7,12,12,147,0,8,0,0,18.375,3,9,8,3,Atheism
17,22,35,15,620,0,12,16,0,51.666667,2,77,97,1,Space
14,12,14,13,231,0,11,0,0,21,12,6,7,9,Atheism
19,28,27,19,423,0,19,0,0,22.263158,5,31,21,2,Graphics
17,21,25,15,459,0,29,60,0,15.827586,2,74,76,2,Space
57,60,70,56,774,0,35,0,0,22.114286,18,38,50,15,Space
73,57,68,70,1177,0,59,0,0,19.949153,58,24,41,36,Atheism
20,29,23,20,390,0,40,14,1,9.75,4,21,15,3,Graphics
13,12,12,12,195,0,13,1,0,15,3,5,11,1,Atheism
13,14,15,13,195,0,12,6,0,16.25,3,6,4,2,Graphics
86,75,75,79,1948,0,63,4,0,30.920635,41,54,91,29,Atheism
10,19,13,10,158,0,11,0,0,14.363636,1,10,5,1,Graphics
56,51,54,55,919,0,27,0,0,34.037037,37,42,39,24,Atheism
36,43,37,36,507,0,12,6,0,42.25,16,21,23,6,Graphics
660,486,594,648,50926,0,1977,263,0,25.759231,1953,3524,4659,1581,Atheism
16,14,18,15,307,0,19,0,0,16.157895,4,24,25,4,Space
28,29,35,26,393,0,27,0,0,14.555556,5,20,20,4,Space
46,39,40,48,851,0,30,0,0,28.366667,24,14,24,22,Religion
57,47,49,50,746,0,17,0,0,43.882353,28,39,39,12,Atheism
28,30,39,28,720,0,72,20,4,10,7,43,44,19,Space
8,10,8,8,132,0,9,2,0,14.666667,1,9,5,1,Graphics
31,22,28,26,408,0,10,0,0,40.8,16,7,14,12,Atheism
50,43,50,50,909,0,20,16,0,45.45,25,28,41,27,Atheism
33,35,33,31,537,0,22,0,0,24.409091,14,14,26,7,Religion
27,21,22,28,405,0,10,0,0,40.5,20,8,19,19,Atheism
165,150,171,165,4176,0,184,65,0,22.695652,87,118,208,88,Religion
24,24,30,24,493,0,11,4,0,44.818182,3,12,33,3,Space
63,59,64,64,1084,0,69,5,0,15.710145,16,25,52,24,Religion
15,12,17,15,238,0,21,0,0,11.333333,6,14,20,5,Atheism
165,155,219,161,5171,0,170,21,0,30.417647,110,337,556,82,Space
23,30,25,19,378,0,25,1,0,15.12,8,47,34,6,Graphics
7,6,6,7,125,0,16,1,1,7.8125,4,5,6,4,Space
6,6,6,6,158,0,12,2,1,13.166667,1,6,10,1,Space
25,20,22,25,394,0,22,8,0,17.909091,8,9,11,8,Religion
28,25,26,35,562,0,35,2,0,16.057143,12,17,33,24,Religion
30,42,35,28,547,0,32,21,1,17.09375,8,32,19,6,Graphics
32,23,30,29,557,0,22,0,0,25.318182,22,11,28,12,Atheism
14,23,17,11,194,0,7,0,0,27.714286,3,23,11,1,Graphics
54,44,50,47,918,0,24,0,0,38.25,52,31,43,30,Atheism
23,40,47,24,983,0,52,248,0,18.903846,2,72,82,1,Space
19,35,25,19,401,0,12,0,0,33.416667,4,34,13,2,Graphics
10,15,12,12,187,0,7,0,1,26.714286,2,17,15,1,Graphics
12,12,15,12,223,0,12,0,0,18.583333,4,13,14,2,Space
30,27,28,28,517,0,29,0,0,17.827586,25,31,39,8,Atheism
67,76,90,66,1582,0,68,11,0,23.264706,17,63,91,21,Space
115,95,107,114,2441,0,104,43,4,23.471154,75,157,201,56,Atheism
19,14,16,18,174,0,6,0,0,29,11,4,8,7,Atheism
39,32,47,34,758,0,40,1,0,18.95,12,16,36,4,Space
33,22,25,37,518,0,31,0,0,16.709677,26,10,13,25,Religion
25,31,29,23,522,0,32,14,0,16.3125,4,28,28,4,Graphics
15,17,19,16,205,0,7,3,0,29.285714,6,10,15,2,Religion
40,31,34,41,635,0,12,0,0,52.916667,23,19,33,15,Religion
18,22,25,18,268,0,4,0,0,67,6,14,20,3,Graphics
30,34,35,28,454,0,33,5,2,13.757576,11,14,20,9,Space
43,36,39,41,700,0,35,0,1,20,18,40,52,21,Religion
96,88,95,99,1880,0,78,5,2,24.102564,45,67,89,39,Religion
12,12,19,12,184,0,6,0,0,30.666667,2,5,18,5,Space
15,13,15,16,157,0,7,0,0,22.428571,8,10,6,4,Atheism
12,8,10,11,120,0,4,0,0,30,7,4,7,4,Atheism
30,29,41,31,446,0,15,0,0,29.733333,8,19,34,4,Space
2,2,2,3,77,0,10,0,0,7.7,3,6,6,2,Religion
0,0,0,0,14,0,2,0,0,7,1,2,2,0,Atheism
76,86,123,73,2089,0,66,5,0,31.651515,37,49,155,20,Space
9,9,9,10,106,0,10,0,0,10.6,3,3,9,2,Religion
77,78,103,76,1145,0,37,5,0,30.945946,14,44,79,17,Space
50,61,61,52,1238,0,47,4,0,26.340426,16,53,60,13,Graphics
19,15,17,17,246,0,7,3,0,35.142857,5,9,14,4,Religion
84,110,150,86,3924,0,105,48,0,37.371429,26,131,279,29,Space
12,17,13,12,172,0,10,4,0,17.2,0,11,7,0,Graphics
70,86,76,65,1782,0,52,1,0,34.269231,31,77,73,19,Graphics
18,14,14,17,182,0,9,0,0,20.222222,12,3,5,9,Atheism
36,41,36,34,458,0,8,3,0,57.25,13,27,19,8,Graphics
19,21,19,18,246,0,8,2,0,30.75,7,16,11,6,Graphics
24,34,38,27,491,0,7,0,0,70.142857,8,16,38,5,Space
20,18,23,20,240,0,5,0,0,48,5,8,20,7,Space
136,112,122,142,3096,0,130,0,0,23.815385,126,126,132,140,Religion
12,8,9,11,141,0,5,0,0,28.2,9,6,9,8,Religion
134,108,120,127,2474,0,126,2,0,19.634921,107,50,98,65,Atheism
0,0,0,0,6,0,1,0,0,6,0,1,0,0,Graphics
21,21,22,22,267,0,18,0,0,14.833333,10,15,20,5,Atheism
37,39,33,37,513,0,24,1,0,21.375,14,19,18,11,Graphics
4,3,3,3,100,0,12,1,1,8.333333,1,5,5,0,Atheism
16,18,20,16,387,0,8,6,0,48.375,4,18,22,5,Space
7,12,9,7,243,0,84,10,0,2.892857,1,14,8,0,Graphics
28,22,25,28,526,0,38,2,0,13.842105,15,24,28,10,Religion
10,9,10,10,76,0,7,0,0,10.857143,6,1,5,2,Space
15,18,22,15,256,0,11,0,0,23.272727,5,9,14,0,Space
49,40,43,41,775,0,30,6,0,25.833333,34,30,36,19,Atheism
42,39,38,43,478,0,15,1,0,31.866667,21,16,22,14,Religion
108,84,95,118,1923,0,52,0,0,36.980769,86,62,99,109,Religion
11,10,12,10,136,0,11,0,0,12.363636,4,3,6,3,Space
13,11,11,13,107,0,6,0,0,17.833333,10,2,3,7,Atheism
10,13,12,9,214,0,9,0,0,23.777778,5,9,6,1,Space
5,7,5,5,114,0,7,8,0,16.285714,2,3,5,0,Graphics
9,12,10,9,134,0,5,0,0,26.8,1,10,2,1,Space
0,1,0,0,40,0,2,0,0,20,0,3,2,0,Graphics
24,24,28,24,370,0,13,0,0,28.461538,9,11,18,9,Space
24,25,30,23,355,0,12,1,0,29.583333,11,20,30,6,Space
117,97,120,121,3620,0,188,35,0,19.255319,87,149,239,86,Religion
37,41,43,34,783,0,57,43,1,13.736842,13,25,45,5,Space
83,71,78,75,1159,0,35,4,0,33.114286,50,38,67,25,Atheism
23,29,24,22,352,0,13,0,0,27.076923,7,22,10,2,Graphics
11,14,11,10,186,0,7,0,0,26.571429,3,16,4,0,Graphics
23,28,25,23,374,0,14,0,0,26.714286,6,11,14,6,Graphics
52,53,66,48,1154,0,44,0,0,26.227273,15,41,73,6,Space
11,12,13,10,130,0,4,4,0,32.5,1,6,8,0,Space
8,11,10,7,129,0,9,4,0,14.333333,3,5,6,3,Graphics
364,812,611,342,46585,0,3115,1068,23,14.955056,236,4152,2918,151,Graphics
9,9,9,9,102,0,7,0,0,14.571429,2,0,0,6,Religion
105,93,95,106,1629,0,39,0,0,41.769231,91,56,78,64,Atheism
30,28,30,29,386,0,27,12,0,14.296296,12,16,22,8,Atheism
27,36,29,27,461,0,15,7,0,30.733333,1,42,27,0,Graphics
13,19,14,13,193,0,7,0,0,27.571429,3,12,5,2,Graphics
62,45,51,60,1094,0,60,0,1,18.233333,42,29,40,27,Religion
18,16,21,18,298,0,11,2,0,27.090909,6,10,14,3,Space
21,24,31,21,432,0,8,0,0,54,6,12,28,10,Space
32,26,34,30,501,0,13,2,0,38.538462,11,9,25,4,Space
41,33,35,40,502,0,32,4,1,15.6875,27,26,26,25,Atheism
130,101,112,117,2971,0,86,0,0,34.546512,122,70,113,72,Atheism
47,55,52,44,697,0,20,0,0,34.85,11,42,26,4,Graphics
15,24,20,15,346,0,10,0,0,34.6,5,34,31,4,Graphics
22,17,15,20,377,0,62,1,1,6.080645,11,19,22,7,Atheism
12,10,13,11,194,0,12,0,0,16.166667,5,9,11,1,Space
28,20,21,24,426,0,7,0,0,60.857143,16,13,15,10,Atheism
28,32,29,27,422,0,13,0,0,32.461538,4,92,87,3,Graphics
7,9,7,6,112,0,3,0,0,37.333333,0,4,3,0,Graphics
11,7,8,11,128,0,12,0,0,10.666667,4,4,5,3,Religion
40,49,46,40,1019,0,143,14,4,7.125874,18,220,217,5,Graphics
83,66,73,83,1232,0,73,0,0,16.876712,62,69,82,40,Atheism
41,47,41,40,514,0,24,0,0,21.416667,15,22,16,4,Graphics
8,8,10,9,113,0,1,0,0,113,3,3,8,1,Space
13,20,14,12,277,0,20,27,0,13.85,3,19,8,1,Graphics
7,8,9,7,107,0,3,0,0,35.666667,1,6,7,0,Space
10,8,8,9,68,0,1,0,0,68,3,3,3,3,Atheism
8,8,13,7,133,0,5,0,0,26.6,3,5,6,1,Space
10,11,14,11,294,0,83,13,0,3.542169,1,8,17,1,Space
48,46,56,44,900,0,36,4,0,25,17,36,68,18,Space
148,114,129,135,3168,0,105,0,0,30.171429,187,107,173,107,Atheism
15,16,15,15,221,0,15,4,0,14.733333,4,12,12,3,Religion
20,16,16,16,270,0,17,9,1,15.882353,12,56,55,9,Atheism
105,85,100,116,2415,0,97,5,0,24.896907,78,153,208,75,Religion
137,137,175,141,3492,0,120,11,0,29.1,69,166,288,59,Space
39,31,34,39,474,0,14,0,0,33.857143,20,13,25,13,Religion
32,27,32,32,815,0,192,5,0,4.244792,14,37,48,10,Religion
15,29,23,14,395,0,16,18,0,24.6875,2,33,17,1,Graphics
10,8,7,10,113,0,6,0,0,18.833333,8,22,25,5,Atheism
134,97,111,131,2715,0,80,0,0,33.9375,118,56,81,82,Religion
13,18,16,14,209,0,7,2,0,29.857143,2,12,5,1,Graphics
556,409,485,503,29541,0,1463,129,1,20.192071,1222,1268,1649,735,Atheism
34,32,41,31,619,0,37,4,0,16.72973,4,17,37,9,Space
109,134,199,102,4540,0,141,11,0,32.198582,38,157,269,36,Space
120,92,102,128,3845,0,183,39,0,21.010929,89,69,153,89,Atheism
107,84,92,106,1987,0,78,0,0,25.474359,76,53,75,77,Religion
24,32,28,25,356,0,12,0,0,29.666667,3,28,22,3,Graphics
35,30,33,32,632,0,91,1,1,6.945055,20,125,132,12,Atheism
2,6,5,3,84,0,5,2,0,16.8,0,7,2,0,Graphics
58,44,48,52,734,0,24,0,0,30.583333,46,19,33,20,Atheism
25,33,27,25,393,0,12,25,0,32.75,7,35,26,2,Graphics
157,269,203,142,9975,0,825,252,1,12.090909,91,1544,1249,33,Graphics
56,46,47,42,812,0,29,0,0,28,35,22,26,14,Atheism
23,34,28,23,445,0,13,0,0,34.230769,4,82,63,4,Graphics
132,109,126,138,3302,0,107,18,2,30.859813,100,72,123,111,Religion
90,83,86,90,1650,0,53,3,0,31.132075,56,77,97,52,Religion
16,12,14,18,261,0,10,3,0,26.1,9,9,11,9,Religion
37,55,45,39,970,0,48,13,0,20.208333,15,52,48,11,Graphics
108,101,125,96,1988,0,91,0,0,21.846154,68,55,124,31,Space
10,15,12,9,225,0,32,9,1,7.03125,3,15,3,3,Graphics
17,26,20,18,552,0,42,25,0,13.142857,5,30,16,1,Graphics
65,59,62,64,1235,0,31,0,0,39.83871,62,40,61,47,Religion
16,18,18,17,236,0,12,0,0,19.666667,2,13,13,2,Graphics
116,134,168,110,3596,0,133,29,2,27.037594,52,137,227,32,Space
0,0,0,0,239,0,148,8,2,1.614865,0,20,21,0,Graphics
32,28,34,30,572,0,22,13,0,26,6,12,35,5,Space
7,7,7,6,82,0,5,0,0,16.4,3,5,4,1,Atheism
85,80,108,80,2002,0,67,0,0,29.880597,43,157,216,21,Space
14,17,21,13,292,0,10,1,0,29.2,8,13,16,0,Space
123,84,98,112,2397,0,105,8,0,22.828571,102,89,129,76,Atheism
7,12,17,6,374,0,95,22,1,3.936842,2,10,22,0,Space
32,44,39,31,877,0,135,22,1,6.496296,4,72,70,3,Graphics
20,17,18,20,227,0,12,0,0,18.916667,9,7,9,3,Atheism
17,22,18,12,220,0,6,0,0,36.666667,3,19,16,0,Graphics
